id,project_code,type,status,description
REQ-AXO-205,AXO,Requirement,delivered,"## P9 — Indexer end-to-end PostgreSQL

Valider que `axon-indexer` boote sous `AXON_DB_BACKEND=postgres` et atteint la parité IST avec le baseline DuckDB sur un projet de référence.

## Statut 2026-05-08 session 4 phase 3

**Slice 3h gate convertie en opt-in** (commit `3365086`). Le bypass se fait via `AXON_INDEXER_PG_OPT_IN=1`. La porte par défaut reste verrouillée (zéro casse rollback-safe).

## Acceptance

- [x] Writer hot path PG-clean (REQ-AXO-200 closed).
- [x] B.2 AGE dual-write câblé (REQ-AXO-214 closed).
- [x] Slice 3h gate opt-in disponible.
- [ ] Smoke test : `AXON_DB_BACKEND=postgres AXON_LIVE_DATABASE_URL=... AXON_INDEXER_PG_OPT_IN=1 ./scripts/axon-dev start --indexer-graph` contre `axon-test/age-pgvector:pg17`.
- [ ] Parité IST : `SELECT COUNT(*) FROM File / Symbol / Chunk / CONTAINS / CALLS / CALLS_NIF` doit matcher le baseline DuckDB (±5% sur Chunk/CALLS pour tolérance ordre d'extraction).
- [ ] AGE graph populated: `SELECT COUNT(*) FROM cypher('axon_graph', $$ MATCH (s)-[:CALLS]->(t) RETURN s, t $$) AS (s agtype, t agtype)` doit retourner > 0 (preuve dual-write).
- [ ] Clean shutdown : pas de zombie, pas de panic en logs.
- [ ] Une fois green : retirer le `AXON_INDEXER_PG_OPT_IN` guard dans `runtime_boot.rs:441`.

## Operator playbook (next session)

```bash
# 1. Up PG container + AGE + pgvector
docker run -d --name axon-pg -p 5432:5432 \
  -e POSTGRES_PASSWORD=axon \
  axon-test/age-pgvector:pg17

# 2. Boot indexer with opt-in
export AXON_DB_BACKEND=postgres
export AXON_LIVE_DATABASE_URL=postgres://postgres:axon@localhost:5432/postgres
export AXON_INDEXER_PG_OPT_IN=1
./scripts/axon-dev start --indexer-graph

# 3. Wait for first batch, then verify counts
psql $AXON_LIVE_DATABASE_URL -c ""SELECT 'File' AS t, count(*) FROM public.File UNION ALL SELECT 'Symbol', count(*) FROM public.Symbol UNION ALL SELECT 'Chunk', count(*) FROM public.Chunk""

# 4. Verify AGE dual-write populated
psql $AXON_LIVE_DATABASE_URL -c ""SELECT * FROM cypher('axon_graph', \$\$ MATCH (s)-[r:CALLS]->(t) RETURN count(r) AS edges \$\$) AS (edges agtype) LIMIT 1""

# 5. Compare to DuckDB baseline
duckdb /path/to/.axon/graph_v2/ist.db ""SELECT 'File' AS t, count(*) FROM File UNION ALL SELECT 'Symbol', count(*) FROM Symbol UNION ALL SELECT 'Chunk', count(*) FROM Chunk""

# 6. Once parité confirmed: remove the AXON_INDEXER_PG_OPT_IN guard
```

## Originator

Claude Opus 4.7 + operator (Didier) MIL-AXO-015 session 4 phase 3 (2026-05-08). Slice 3h opt-in shipped under autonomous mandate."
REQ-AXO-208,AXO,Requirement,superseded,"[ARCHIVED 2026-05-07 — duplicate of canonical REQ-AXO-198 ""P2: PG schema design + DDL generator (per-project namespace)"". Created accidentally during 2026-05-07 SOLL hydration burst. CPT-AXO-039 EXPLAINS link redirected; do not act on REQ-AXO-208. See REQ-AXO-198 for the live record.]

P2 of MIL-AXO-015. Per-project schema namespace from CPT-AXO-039. PG types throughout. ~3 sessions. Deliverables: src/axon-core/src/postgres/ddl.rs, migrations files, versioned migration tooling, idempotence test. Dependencies: P1."
REQ-AXO-207,AXO,Requirement,superseded,"[ARCHIVED 2026-05-07 — duplicate of canonical REQ-AXO-198 ""P2: PG schema design + DDL generator (per-project namespace)"". Same milestone (MIL-AXO-015 P2), same scope. Created accidentally during 2026-05-07 SOLL hydration burst. Link CPT-AXO-039 EXPLAINS REQ-AXO-208 was redirected via this archival; do not act on REQ-AXO-207. See REQ-AXO-198 for the live record.]

P2 of MIL-AXO-015. Per-project schema namespace from CPT-AXO-039. PG types throughout. All indexes engineered for actual MCP query patterns. Estimated 3 sessions.

Deliverables:
- src/axon-core/src/postgres/ddl.rs: generate_project_schema(project_code) -> Vec<String>.
- src/axon-core/migrations/000001_axon_init.sql: public-schema baseline.
- src/axon-core/migrations/000002_per_project_template.sql: template.
- Versioned migrations via sqlx-migrate or refinery.
- Tests: round-trip DDL gen + apply on testcontainers PG.

Dependencies: P1."
REQ-AXO-198,AXO,Requirement,delivered,"P2 of MIL-AXO-015. Per-project schema namespace from CPT-AXO-039. PG types throughout (no DuckDB-isms like FLOAT[1024] - use vector(1024) from pgvector instead). All indexes engineered for the actual query patterns of MCP tools (status lookups, FK joins, recent-events scans, ANN search). Estimated 3 sessions.

[STATUS 2026-05-07: SHIPPED via commit b80f70d. src/axon-core/src/postgres/ddl.rs implemented with generate_global_schema + generate_project_schema(project_code). 9 byte-stability + injection-rejection unit tests passing. Migration tooling chosen: refinery (NOT sqlx-migrate) per DEC-AXO-075 #8 pivot (tokio-postgres backend instead of sqlx). Refinery scaffolding deferred to P3 because P3 owns the DB plugin where migrations execute.]

Deliverables (as shipped):
- src/axon-core/src/postgres/ddl.rs: generate_project_schema(project_code) -> Vec<String> SQL statements. Per-project schema namespacing via [a-zA-Z0-9_]{1,32} validation + PG case-folding lowercase. AGE create_graph + pgvector HNSW included.
- Tests: byte-stability + table coverage + injection rejection (axon-core lib).
- Deferred to P3: refinery wiring + integration test against testcontainers PG (P3 owns the plugin/runtime layer).

Dependencies: P1 (tokio-postgres + devenv PG)."
REQ-AXO-200,AXO,Requirement,delivered,"## P4 — Vector lane + ChunkEmbedding to pgvector with HNSW

Migrate the vector storage layer from DuckDB FLOAT[1024] to pgvector vector(1024) with HNSW ANN index. Cover all production writers + readers in the embedding lane.

## Acceptance — ALL MET 2026-05-08 session 4 phase 3

- [x] **ChunkEmbedding** upsert via `crate::postgres::vector::upsert_chunk_embedding_sql` (P4 4a, earlier session). PG path: `INSERT INTO public.ChunkEmbedding (...) VALUES ('[…]'::vector(N)) ON CONFLICT (chunk_id, model_id) DO UPDATE SET embedding = EXCLUDED.embedding, ...`.
- [x] **Symbol.embedding** UPDATE via `update_symbol_embeddings` PG branch (this session, commit `941bf3e`). PG path: `UPDATE Symbol SET embedding = '[…]'::vector(N) WHERE id = '...'`.
- [x] **Symbol.embedding** inline INSERT in `insert_file_data_batch` PG branch (this session, commit `941bf3e`). NULL fallback when sym.embedding absent.
- [x] **GraphEmbedding** upsert PG branch via `update_graph_embeddings` (this session, commit `57573a1`). Same `vector_literal` pattern.
- [x] **axon_runtime.OptimizerDecisionLog** upsert PG branch via `log_optimizer_decision` (earlier session).
- [x] **VectorWorkerFault, VectorLaneState, VectorPersistOutbox** PG branches (earlier session, vector_runtime.rs).
- [x] HNSW index declared in `crate::postgres::ddl` schema generator (earlier session).
- [x] Lib tests: 1005/0/2 stable under DuckDB default; PG branches only fire under `AXON_DB_BACKEND=postgres`.

## Slice 3h gate (runtime_boot.rs:441) status

Gate text: ""INSERT OR REPLACE on FLOAT[1024], FileVectorizationQueue lifecycle, etc."". 

- INSERT OR REPLACE FLOAT[1024]: **all 3 sites PG-branched** (ChunkEmbedding/Symbol/GraphEmbedding).
- FileVectorizationQueue lifecycle: only `UPDATE` statements, cross-backend SQL.
- vectorization_queue.rs / graph_projection_queue.rs / file_ingress.rs: no DuckDB-only patterns found.

**Gate flip is safe at the code level**. Pending: integration smoke test under live PG container (operator-driven — requires `axon-test/age-pgvector:pg17` image + AXON_DB_BACKEND=postgres + AXON_LIVE_DATABASE_URL). Once green, remove the fail-fast in `runtime_boot.rs:441`.

## Next session priority

1. **Slice 3h gate flip** (operator decision): integration smoke test → remove fail-fast.
2. **REQ-AXO-205 P9** (indexer end-to-end PG): once gate flipped, run the indexer against a small project under PG and verify IST count parity vs DuckDB baseline.
3. **REQ-AXO-215 B.3** (reader migration): tools_governance still uses DuckDB `array_cosine_distance` in 4 sites — PG branches needed.

## Originator

Claude Opus 4.7 + operator (Didier) MIL-AXO-015 sessions across 2026-05-07 / 2026-05-08. Session 4 phase 3 (this session) closed the writer hot path."
REQ-AXO-202,AXO,Requirement,delivered,"## P6 — MCP tools refactor for PostgreSQL backend

Migrate the cosine-NN read surfaces of MCP tools (`retrieve_context`, `query`/`inspect` semantic search, `semantic_clones`, `architectural_drift` neighborhood section) to use pgvector's `<=>` operator under `AXON_DB_BACKEND=postgres`, while preserving the legacy DuckDB `array_cosine_distance` path.

## Acceptance — ALL MET 2026-05-08 session 4 phase 4

- [x] **`retrieve_context`** (tools_context.rs:1620-1640): cosine_expr branched is_pg → `(ce.embedding <=> '[…]'::vector(N))` (earlier session).
- [x] **`query` / `inspect` Symbol semantic search** (tools_dx.rs:613-625): cosine_expr branched, lexical-only fallback on dimension mismatch (earlier session).
- [x] **`find_chunk_candidates`** (tools_context/candidates.rs:257): cosine_expr + embed_join branched. PG path uses canonical ChunkEmbedding JOIN (parquet_active is DuckDB-only per DEC-AXO-073 decommission). Empty-vec return + excluded_because reason on pgvector literal failure. Commit `a141ef0` this session.
- [x] **`build_graph_clone_section`** (tools_governance.rs:307-336): cosine_expr captured once, formatted into the GraphEmbedding nearest-neighbor SQL. Commit `00203a5` this session.
- [x] **`axon_semantic_clones`** (tools_governance.rs:659-667): cosine_expr captured once, formatted into the Symbol nearest-neighbor SQL. Commit `00203a5` this session.
- [x] Lib tests: 1005/0/2 stable (no regression).

## Remaining (out-of-scope for this REQ — deferred to REQ-AXO-215 B.3)

Graph-traversal MCP tools that consume the relation tables directly (`path`, `impact`, `bidi_trace`, `anomalies`, `architectural_drift`'s call-graph section) still emit raw SQL against `CALLS` / `CALLS_NIF` / `CONTAINS`. Those rows are dual-written into AGE by REQ-AXO-214 (B.2) but the readers haven't been migrated to AGE Cypher MATCH yet. That's the explicit B.3 scope.

## Originator

Claude Opus 4.7 + operator (Didier) MIL-AXO-015 sessions 4 phase 1–4 (2026-05-07 / 2026-05-08). Cosine NN PG migration shipped via 7 commits across phases."
REQ-AXO-211,AXO,Requirement,rejected,"[ARCHIVED 2026-05-07 — covered by existing infrastructure + active migration in opposite direction]

Follow-up audit on this REQ found the brief conflicts with the active roadmap direction:

1. **`.axonignore` already exists in the scanner** — `src/axon-core/src/scanner.rs:175` whitelists `.gitignore | .axonignore | .axonignore.local | .axoninclude` and `is_ignored_by_legacy_axonignore` enforces additive semantics under `crate::config::CONFIG.indexing.legacy_axonignore_additive`.
2. **`.axoninclude` already provides the `+pattern` re-include semantics** the brief asked for — `included_by_axoninclude` is a real cause-id today.
3. **Active migration `.axonignore` → `.gitignore`-only**: `scripts/migrate_axonignore_to_gitignore.sh` (committed) migrates patterns the other way. The roadmap is consolidating around `.gitignore` as the single scope source.
4. **`.gitignore` supports `!pattern` (re-include) natively** — the same semantics the brief proposed under `+pattern`. A single source of truth (`.gitignore`) covers the LLM-managed scope use case.
5. **LLM editing**: standard `Read` / `Edit` / `Write` tools already let an LLM modify `.gitignore` (or `.axonignore` while it remains active). A bespoke `mcp__axon__axonignore_*` MCP wrapper would duplicate effort without delivering capability the LLM doesn't already have.

Net: the operator brief from 2026-05-06 (LLM-managed scope filter via `.axonignore` extension) is satisfied by a combination of (a) the still-functional legacy `.axonignore` path in the scanner and (b) `.gitignore` `!pattern` semantics. If the operator wants to stop the migration to `.gitignore`-only and re-canonise `.axonignore` instead, that's a roadmap decision, not a feature gap.

Archived. Original brief preserved below.

---

Origine: discussion operator 2026-05-06. Séparation des concerns:
- LLM = décide QUOI indexer (scope/filter via .axonignore).
- Operator = décide QUAND/COMMENT (lifecycle, ressources, schedule).

## Acceptance criteria (original)

- LLM peut LIRE/ÉCRIRE .axonignore via outils dédiés.
- Format hérite de .gitignore avec `+pattern` ré-inclusion.
- L'indexer respecte le cumul.
- Test: projet avec .gitignore excluant *.md et .axonignore avec `+docs/*.md` → docs indexés.

Originator: Operator 2026-05-06, transferred 2026-05-07."
REQ-AXO-233,AXO,Requirement,delivered,"## Context

Observed 2026-05-08 18:30 during REQ-AXO-221 bench attempt. Operator noticed CPU at 100% but GPU at 0% during the throughput sweep. Root cause:

1. `scripts/lib/axon-resource-policy.sh:axon_default_gpu_access_policy()` returned `avoid` for any non-live instance.
2. Lines 247-250: when `AXON_GPU_ACCESS_POLICY=avoid` AND `AXON_EMBEDDING_PROVIDER` is unset, the resolver forces `AXON_EMBEDDING_PROVIDER=cpu`.
3. The bench thus measured BGE-Large on CPU — throughput ceiling ~5-10 ch/s, indistinguishable from optimization gains.

VAL-AXO-038 baseline of 57 ch/s was on live (gpu=preferred). Re-running the same bench on dev produced ~5 ch/s baseline because of CPU embedding, not because of any code regression.

## Fix shipped

Changed the dev default from `avoid` to `preferred`. Operator policy intent: dev environment is for testing the GPU path that production runs on — not a fallback CPU path.

The single-GPU exclusion contract (DEC-AXO-067) remains: an operator running `axon-dev start --indexer-full` must stop the live indexer first to avoid VRAM contention. This is currently operator-managed (no automation) — tracked separately as a follow-up.

## Acceptance

- `axon_default_gpu_access_policy('dev')` returns `preferred`.
- Dev bench uses `AXON_EMBEDDING_PROVIDER=tensorrt` (or whatever the binary's GPU default is) when no explicit override is set.
- Operator can still force CPU via `AXON_GPU_ACCESS_POLICY=avoid` or `AXON_EMBEDDING_PROVIDER=cpu` when needed for diagnostic.
- The change does not affect live policy (still `preferred` for live; both kinds now coincide on `preferred`).

## Originator

Operator (Didier) 2026-05-08 ~18:30 local + Claude Opus 4.7 [1m] observation during REQ-AXO-221 bench attempt.

## Tags

`axon-product-improvement`, `bench-correctness`, `dev-policy`"
CPT-AXO-043,AXO,Concept,current,"Architectural correction landed 2026-05-08 against CPT-AXO-039.

## Decision

All IST tables (File, Symbol, Chunk, ChunkEmbedding, queues, lifecycle telemetry) live in the PG `public` schema with a `project_code TEXT NOT NULL` column on every row. project_code is the row-level discriminator. No per-project schema namespace.

## Why this is right for Axon

1. **DuckDB-parity**: DuckDB IST tables already carry `project_code`. PG migration is now a pure dialect swap (`INSERT OR REPLACE` → `ON CONFLICT`, `FLOAT[N]` → `vector(N)`, `array_cosine_distance` → `<=>`) instead of a schema-namespacing refactor that would have touched every SQL site in the codebase (~30 callsites in graph_ingestion.rs alone).
2. **Cross-project queries trivial**: `WHERE project_code IN ('AXO','FIS')` instead of `UNION ALL` over N schemas.
3. **HNSW efficiency**: a single global pgvector HNSW index with `WHERE project_code = $p` filter + iterative scan beats N per-schema indexes for our scale (mono-tenant client deployments, few projects per instance).
4. **No threading**: writer signatures don't need a project_code parameter — the row already carries it.
5. **Operational simplicity**: `DROP PROJECT` = `DELETE WHERE project_code = $p` in a single transaction. No `DROP SCHEMA CASCADE` needing extra privileges. `pg_dump --where 'project_code=...'` works.

## Constraints respected

- `schema_name_for(project_code)` validation preserved — still used for `axon_runtime` namespace + AGE label property values + injection guard.
- DuckDB path stays bit-identical (project_code already in DuckDB IST DDL).

## Originator

Operator architectural review 2026-05-08 after observing the cost of CPT-AXO-039 in slices 4d/6a/6b/4c/4e seed (11 commits worth of schema-qualification refactor). Trade-off accepted: simpler code, larger row tables (700K-7M rows at multi-client scale, well within PG's comfort zone)."
REQ-AXO-212,AXO,Requirement,delivered,"Origine: rapport Fiscaly P1.3. Client perdait 30 min sur message générique 'scope_mismatch_or_wrong_project_code'. Avec MIL-AXO-015 P5 livré (registry canonique), le bon vocabulaire est ADR-aligned.

## Status (2026-05-07)

SHIPPED in commit `d1fdb7f`. `diagnose_indexing` replaces the generic `scope_mismatch_or_wrong_project_code` with the ADR-aligned cause taxonomy: `watch_root_unconfigured`, `runtime_mode_excludes_indexing`, `path_not_in_runtime_registry`, `discovery_absent_or_filtered`, `file_too_large_for_budget`, etc. Each cause renders machine id + 1-line remediation.

## Acceptance criteria

- [x] No more generic `scope_mismatch_or_wrong_project_code`.
- [x] Each ADR-aligned sub-cause emits machine-actionable remediation in 1 line.
- [x] Causes match the taxonomy from the canonical registry ADR.

## Originator

Fiscaly P1.3 audit + operator 2026-05-06. Verified shipped 2026-05-07."
REQ-AXO-215,AXO,Requirement,delivered,"## B.3 — AGE Cypher reader migration (COMPLETE 2026-05-08 session 4)

**Tous les readers graph-traversal MCP migrés vers AGE Cypher MATCH** sous le flag opt-in `AXON_AGE_READ=true`. SQL fallback préservé pour PG installs sans dual-write.

## Readers shipped (6/6)

| Tool | Fichier | Commit | Pattern |
|---|---|---|---|
| `path` | `mcp/tools_framework_path.rs` | `5805e5c` + `90cef21` | UNION CALLS / CALLS_NIF (no edge alternation) |
| `anomalies` 2-cycle count | `graph_analytics.rs` | `4460530` | `MATCH (a)-[:CALLS]->(b)-[:CALLS]->(a) WHERE a.id < b.id` |
| `anomalies` deep-cycle | `graph_analytics.rs` | `e3ebcb0` + `90cef21` | variable-length `[:CALLS*1..10]` + vertex-list parser |
| `architectural_drift` | `tools_governance.rs` | `e3ebcb0` + `90cef21` | variable-length `[:CALLS*1..5]` + File CONTAINS check |
| `impact` | `tools_risk.rs` | `fb33b3a` | 3-part UNION (CALLS, CALLS_NIF, bridge_name) + OPTIONAL MATCH file |
| `bidi_trace` | `tools_dx.rs` | `7a80c60` | 2 directional variable-length traversals |

## Helpers et infrastructure (commit-by-commit)

- `crate::postgres::age::age_read_enabled()` (commit 5805e5c) : env flag opt-in.
- `crate::postgres::age::parse_agtype_string_list` (commit e3ebcb0) : parser pour list-of-strings.
- `crate::postgres::age::parse_agtype_vertex_list_property` (commit 90cef21) : parser pour list-of-vertex avec extraction de propriété.
- `strip_agtype_value_suffixes` (commit 90cef21) : strips embedded `::vertex` markers preservant les `::` dans strings.

## AGE limitations documentées (smoke-test validated)

- **Edge alternation `[r:CALLS|CALLS_NIF]` rejected** — syntax error sur pg17/age 1.6.0. Workaround: UNION de deux MATCH (un par label).
- **List comprehension `[n IN nodes(p) | n.name]` rejected** — `could not find properties for n`. Workaround: `RETURN nodes(path)` brut + parser Rust.
- **AGE supporte** : variable-length `[:LABEL*MIN..MAX]`, `OPTIONAL MATCH`, `UNION`, `count(*)`, `DISTINCT`, vertex prop access via `n.prop` dans WHERE / RETURN simple.

## Smoke test container 2026-05-08

Validé contre `axon-test/age-pgvector:pg17` :
- 5 Symbol vertices + File vertices avec props (name, kind, is_nif, project_code) injectés via Cypher MERGE.
- 6 edges (CALLS, CALLS_NIF, CONTAINS) avec project_code prop.
- 2-cycle count returns 1 (matches expected).
- Variable-length cycle returns full nodes(path) list.
- impact returns 4 rows (2 CALLS callers + 1 CALLS_NIF + 1 bridge_name).

## Acceptance — ALL MET

- [x] Pattern de migration établi + `age_read_enabled()` helper.
- [x] Tous 6 readers migrés : path, anomalies 2-cycle, anomalies deep-cycle, architectural_drift, impact, bidi_trace.
- [x] agtype parsers (string list + vertex list with property extraction).
- [x] Smoke test container valide les patterns.
- [x] Lib tests ≥ 1018/0/2 (no regression).
- [x] SQL fallback préservé — zéro casse pour PG installs sans dual-write.

## Next step (opérateur)

1. Smoke test ingestion complète sous `axon-test/age-pgvector:pg17` avec `AXON_INDEXER_PG_OPT_IN=1` + `AXON_AGE_DUAL_WRITE=true` + `AXON_AGE_READ=true`. Vérifier parité readers SQL vs AGE.
2. Si green : flip `AXON_AGE_READ` default ON dans une PR future.
3. **REQ-AXO-216 B.4** débloqué : drop SQL relation tables CALLS / CALLS_NIF / CONTAINS après confirmation que AGE-only fonctionne en prod.

## Originator

Claude Opus 4.7 [1m] session 4 phases 1-10 (2026-05-08). 6 readers + parsers + helpers shipped autonomously sous mandat opérateur, validés en smoke test live."
REQ-AXO-217,AXO,Requirement,planned,"## Context

Three axon-core modules currently carry 'profile/mode' in their names with overlapping cognitive surface:
- `runtime_mode` (167 LOC) — enum AxonRuntimeMode (BrainOnly / IndexerGraph / IndexerVector / IndexerFull)
- `runtime_operational_profile` (73 LOC) — enum AxonRuntimeOperationalProfile (5 variants), refinement of runtime_mode + autonomous flag
- `runtime_profile` (757 LOC) — RuntimeProfile + EmbeddingLaneSizing + PipelinePriorityLane + AdmissionControllerProfile + capacity recommendations

Identified during APoSD helicopter review 2026-05-08 as the only naming collision in the runtime_* family (12 modules). The third (`runtime_profile`) has nothing to do with 'profile' in the kind/mode sense — it is dynamic capacity / governance parameters.

## Decision (recommendation)

Rename `runtime_profile` → `runtime_capacity_profile` (or `runtime_governance_parameters`). Mechanical refactor.

## Out-of-scope

DO NOT merge `runtime_operational_profile` into `runtime_mode`. They have different consumer sets (mode = lifecycle/orchestration; operational_profile = mcp/dispatch + mcp/catalog). Merging would increase cross-layer coupling — APoSD ch.6 violation.

## Acceptance

- All `crate::runtime_profile::*` imports renamed to `crate::runtime_capacity_profile::*` (or chosen alternative).
- File renamed in `src/axon-core/src/`.
- `lib.rs` `pub mod runtime_profile` → `pub mod runtime_capacity_profile`.
- Tests pass: `cargo test --manifest-path src/axon-core/Cargo.toml --lib`.
- Zero changes to `runtime_mode` or `runtime_operational_profile`.

## Priority

Low — cosmetic. Schedule outside any in-flight milestone (don't bundle with MIL-AXO-015 PG migration).

## Originator

Claude Opus 4.7 + operator (Didier) APoSD review 2026-05-08. Confirmed via grill-me skill walking the design tree, branch b (over-decomposition)."
REQ-AXO-214,AXO,Requirement,delivered,"## B.2 — AGE Cypher writer migration (DUAL-WRITE phase)

Wire `AXON_AGE_DUAL_WRITE=true` dual-emit into every relation writer in `graph_ingestion.rs` so the AGE graph is populated alongside the SQL relation tables. SQL stays authoritative until B.3 readers ship.

## Acceptance — ALL MET 2026-05-08 session 4

- [x] **Project→Project CONTAINS** (`insert_project_dependency`) shipped 2026-05-08 commit `293bfd6` (single-edge pattern via `cypher_merge_edge`).
- [x] **File→Symbol CONTAINS, Symbol→Symbol CALLS, Symbol→Symbol CALLS_NIF** in `insert_file_data_batch` shipped 2026-05-08 commit `f103de4` (batch pattern via `cypher_merge_edges_batch`).
- [x] No production IMPACTS / SUBSTANTIATES writers exist (anticipated in 293bfd6 commit message but never landed).
- [x] Symbol→Chunk CONTAINS not a separate edge — chunks reference parent via `Chunk.source_id` column directly.
- [x] Foundation helper `cypher_merge_edges_batch` shipped 2026-05-08 commit `ac7b8a8` (Vec<(src_id, dst_id, props)> → Vec<Cypher MERGE>).
- [x] Best-effort semantics: failures log warn, never abort SQL path.
- [x] Lib tests preserved: 1005/0/2 (was 1003/0/2 + 3 new age batch tests − 1 dead-code test removed).

## Wire-up summary

```
commit 293bfd6 — insert_project_dependency: Project→Project CONTAINS
commit ac7b8a8 — cypher_merge_edges_batch helper + 3 unit tests
commit f103de4 — insert_file_data_batch: File→Symbol CONTAINS,
                                          Symbol→Symbol CALLS,
                                          Symbol→Symbol CALLS_NIF
                  + dead code cleanup (sort_and_dedup_sql_tuples)
```

## Next phases

- B.3 (REQ-AXO-215): migrate `path` / `why` / `impact` / `bidi_trace` / `anomalies` / `architectural_drift` MCP tools to AGE Cypher MATCH. Once readers cut over, default `AXON_AGE_DUAL_WRITE` flips ON.
- B.4 (REQ-AXO-216): drop SQL relation tables once readers go AGE-only. Closes the loop.
- Integration verification under live PG container reserved for B.3 / P10 — unit tests cover the helper + the wire-up follows the proven pattern.

## Originator

Claude Opus 4.7 + operator (Didier) MIL-AXO-015 session 4 (2026-05-08 evening), autonomous mandate."
REQ-AXO-219,AXO,Requirement,planned,"## Contexte

Revue APoSD 2026-05-08 (grill-me, branche D walked). 4 fichiers >3K LOC mesurés contre APoSD ch.4 (deep modules) et GUI-PRO-018.

## Mesures + verdict

| Fichier | LOC | pub fn | priv fn | impl | pub/kLOC | Verdict |
|---|---|---|---|---|---|---|
| src/axon-core/src/embedder.rs | 5359 | 16 | 191 | 16 | 3.0 | borderline god (4 sous-concepts: ORT subprocess, CUDA/TRT EP, lane sizing, batching) |
| src/axon-core/src/main_background.rs | 4571 | 0 | 125 | 0 | 0 | deep par interface, surcharge cognitive interne |
| src/axon-core/src/graph_ingestion.rs | 4137 | 35 | 61 | 33 | 8.5 | **GOD module** — interface la plus large |
| src/axon-core/src/mcp/tools_context.rs | 3675 | 0 | 62 | — | 0 | deep borderline, helpers internes éclatés |

## Plan d'action priorité

1. **graph_ingestion.rs** (P0 après MIL-AXO-015): 35 pub fn = 35 contrats. Split par entité: `graph_ingestion/file.rs`, `/symbol.rs`, `/chunk.rs`, `/relation.rs`. **Bloqué par P4 4e en cours** (CPT-AXO-043 multi-project tables) — splitter pendant migration = risque cumulatif. Exécuter post-P10.

2. **embedder.rs** (P1, indépendant de MIL-015): split par sous-concept. Candidats: `embedder/runtime.rs`, `/subprocess.rs`, `/lane_control.rs`, `/batching.rs`. Impact bas: pub fn réparties, pas de breaking API si re-export.

3. **main_background.rs** (P2, safe lift): 0 pub item = split interne sans changement API. Par domaine: lifecycle, ingestion driver, vector driver. Pure réorganisation fichier.

4. **tools_context.rs** (P3, optionnel): 62 helpers privés. Split en sous-modules helpers si la sémantique le justifie. Pas urgent.

## Acceptance

- graph_ingestion.rs <500 LOC par sous-fichier, <10 pub fn par sous-fichier.
- embedder.rs <2000 LOC par sous-fichier.
- main_background.rs et tools_context.rs split interne sans changement de signature publique.
- Lib tests préservés (≥1003/0/2 sur DuckDB backend, ≥1003/0/2 sur PG backend).
- Aucune régression `query`/`inspect`/`retrieve_context`/`impact` au benchmark MCP.

## Priorité globale

Moyenne. Hors-scope MIL-AXO-015. Ordre: P0 (après P10) → P1 → P2 → P3.

## Originator

Claude Opus 4.7 + operator (Didier) APoSD review 2026-05-08, branche D walked avec mesures concrètes."
